uid,sleep_max_wk_1,sleep_max_wk_10,sleep_max_wk_2,sleep_max_wk_3,sleep_max_wk_4,sleep_max_wk_5,sleep_max_wk_6,sleep_max_wk_7,sleep_max_wk_8,sleep_max_wk_9,sleep_mean_wk_1,sleep_mean_wk_10,sleep_mean_wk_2,sleep_mean_wk_3,sleep_mean_wk_4,sleep_mean_wk_5,sleep_mean_wk_6,sleep_mean_wk_7,sleep_mean_wk_8,sleep_mean_wk_9,sleep_med_wk_1,sleep_med_wk_10,sleep_med_wk_2,sleep_med_wk_3,sleep_med_wk_4,sleep_med_wk_5,sleep_med_wk_6,sleep_med_wk_7,sleep_med_wk_8,sleep_med_wk_9,sleep_min_wk_1,sleep_min_wk_10,sleep_min_wk_2,sleep_min_wk_3,sleep_min_wk_4,sleep_min_wk_5,sleep_min_wk_6,sleep_min_wk_7,sleep_min_wk_8,sleep_min_wk_9
u31,7.0528666221071195,5.741077868084018,7.919549661676462,9.215224952993486,7.040830233839996,14.872067264446343,18.319326681659412,9.620752223963239,9.110892581474305,12.367729891283826,23.573855933419015,9.588503768107895,37.37412471734491,34.82260104954926,34.704749538582426,53.80581403102943,55.28060386027935,47.367852770177336,40.13761969965293,41.48785465011195,2.803677046010878,1.2379471605926002,5.278306586790127,4.227682457857252,4.693711042217202,7.289381771291192,5.478204372940937,7.565413008690808,6.471164461147263,6.032457818741471,0,0,3.4865564204091535,2.5907908755337012,2.946576373265838,2.9884469727450536,4.283684374052908,1.8796,1.827105934851176,0
u32,16.00430394084437,16.46547893546872,13.948859482081515,13.247623797868505,17.3728930892926,13.034897456829462,16.37228005244071,17.907574260238295,13.50481889938371,13.636189557698797,54.75135871204954,34.83686348172752,59.44237324282681,53.636633828707446,61.58959125397323,46.24258155923085,65.90505560212762,75.9210091207093,44.296038149306185,50.56118387877729,9.735845146585765,4.784985409926823,11.4027543849559,8.416530133015454,10.326964489592559,5.6646,12.973248552838347,11.610093954926759,3.9934651921188404,8.828066924509628,0,0,1.172397532651203,0,0,0,0,0,0,0
u33,16.242006983471338,0,13.58656503385419,12.384560734061528,11.812189243271053,12.44358020024257,13.679123962039078,15.201718274945568,14.237341724489408,0,60.639414111640455,0,71.63369355269927,67.70778811871473,48.9071668109638,60.149823698092874,63.47675405633093,74.95231135103232,46.68253857025269,0,11.273337422529782,0,11.226473136714331,9.465352157782437,8.760417096295924,10.275547660410394,8.30336873151317,12.464246868210768,6.650105855071699,0,0,0,4.240395539060311,6.269331881552755,0,4.24845,2.291836888309842,5.10611101385233,0,0
u34,11.736779128561468,0,12.411199479033922,7.769794408496102,2.6745823631197823,1.1311467030496403,0,12.703979852927155,1.9340895508211842,2.390694242932237,22.28658051376024,0,24.69315334019443,12.817129858742074,3.5454765586458463,2.1009076896289534,0,17.278296856655203,4.197559751057607,2.390694242932237,2.1008665541989795,0,1.7409404421914116,0,0,0,0,0.8807689687747792,0,0,0,0,0,0,0,0,0,0,0,0
u35,13.888834924351483,2.3495,14.905229447412657,6.0014969588092,9.299448093520866,5.205739244304449,4.168206350815398,6.340476623671899,4.672,3.30435,41.69011451242237,4.905545642072037,44.1640291998234,17.266847345908605,14.854049589675979,9.154866168817183,10.045630302974756,7.9212897778575275,15.404888530841282,6.60655,7.750017497388466,0.15542065684468997,7.0103692344770225,1.8687999999999998,0.9398,0,1.4742796315685394,0.35644441640207336,2.7295385308412814,0,0,0,0,0,0,0,0,0,0,0
u36,12.678156142537603,12.12896319459882,16.110282034162214,13.542260853775542,14.940767855623195,15.882850684337345,15.420887500000001,15.181500404821042,16.451570134030515,19.378377022058825,38.77267991734121,34.02393769588751,86.55055866269238,78.14341550871416,72.19898718695875,70.5231770998935,66.17335148792539,90.2636185218518,79.6574013400968,97.44794503050467,6.69261753493835,4.959412260299647,11.436833017232894,10.907006618998956,11.105302181949272,10.660233612637391,11.116389952753485,12.02458882121891,12.086214850430228,14.06428394117194,0,0,8.48279025145992,8.761928165751415,2.9145299226317616,2.8876982159967906,0.6514597304149377,11.59273578126852,4.09783923117146,7.366677614622813
u39,3.5065887225813706,0,7.8376022297589225,8.703535749184198,0,4.8766420154135215,0,0,0,0,3.5065887225813706,0,11.112852229758921,9.137338526961976,0,4.8766420154135215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u41,11.738192532867789,5.370395832287417,8.454596140508972,17.62264413008116,7.1549544156899385,9.895966737621306,8.468963693889052,14.88642486748684,4.25348573892053,8.951219726573532,22.68902618705493,11.458684984439607,16.48301112346745,56.959178477668786,14.38248919493025,19.68049965855117,12.25805500336779,26.31830082542325,7.61590206407638,12.049156102561806,1.4208957500084165,1.350622698762498,1.41615,6.524902991778325,1.351087112843367,0.8644669236925361,0,1.8728832390995012,0,0,0,0,0,2.8830023017256092,0,0,0,0,0,0
u42,6.609913374485596,0,11.667764676124682,10.602398864674328,17.856583611668302,5.854822009935861,8.57766665545611,9.11501512323143,17.234951039021873,7.914561751534168,6.609913374485596,0,55.38210136917166,45.729994264384466,42.344057789755965,18.377875587423233,34.86127133754724,21.222874004173153,46.00473327980556,12.025092966553316,0,0,9.579264348524044,7.982179577485326,6.74505999343229,2.570178491941105,6.1027,1.7900601446850544,5.762242287231531,0,0,0,1.3118037309636499,0,0,0,0,0,0,0
u43,0,3.0948794807654276,13.631057387745907,15.526551282014742,12.76827122544724,16.51105525733242,16.148786939941996,16.06281002658007,5.789517420570553,14.221437198929479,0,4.349080495696715,69.40031851486256,61.92598981910699,45.52283787936293,65.04487647818061,46.67379496236207,47.08047997444779,12.433728548388085,53.59736407481379,0,0.23834319999999998,8.769258719527118,9.37742197075097,5.854584553086237,10.54959742072151,6.045902935627613,5.19255,0,9.344862291250312,0,0,7.65530610519837,2.9479904659024614,0.40204838487972505,0.8984418389866813,0,0,0,0
u44,0,6.223851598888585,12.537142967414892,13.676227811100707,10.575467187580449,17.34958955604534,12.582013701219696,10.353511603536806,11.0548565520768,15.809132367132042,0,6.223851598888585,67.13679035320428,56.944581718059496,57.961577844930844,67.25656935338029,48.60740914190911,22.55922206114105,19.7674926607364,53.880362252823794,0,0,9.711930431995713,7.5527999999999995,8.373390759183673,8.011434660869565,8.821562078433756,2.42250465093553,1.9337484932710096,7.311275969482485,0,0,5.160822831050227,0.9909999999999999,4.590643088122463,1.4208503994806483,1.4034318786485869,0,0,1.3860620268188377
u45,0.4872256,14.750999901854334,9.976767011000698,9.984384694133306,14.551521056413897,12.814336384166765,12.893584562774985,13.593969430446405,7.370949628456066,15.273416812230943,0.4872256,14.750999901854334,50.676776863924,53.29037666750805,42.52662035288937,23.591709938200307,28.951702254323443,43.53959590087107,16.176819919465746,58.91586300281634,0,0,8.024849999999999,7.868976651898912,4.919833153044987,0,3.3439793662691235,4.221086942421941,0.781020291009682,7.412866707349141,0,0,0.4699,2.477325772908422,0,0,0,0.47204999999999997,0,0
u46,7.601530708701034,0,13.000247045751957,9.616716692043084,12.53513848228778,9.123077253387391,8.82273639583897,8.744649213468765,7.228150718810069,7.977646731839138,7.601530708701034,0,69.45045228345803,58.76056354455407,65.38327263510955,35.13187290868745,41.83038078329437,42.51033932432374,35.154903341211146,14.478186761791925,0,0,9.913260355206308,8.655463162759832,8.11910154512886,6.321041862535693,7.538352377870296,6.533304483516483,5.773934988078334,0,0,0,7.681852875335969,6.66414572972501,7.097313656550703,0,1.1567411283243423,1.8046426010678869,0.9492641492753623,0
u47,8.069705453915725,8.059951749465204,3.2581455238343184,18.475721652835688,11.415239706913454,10.997347706685831,5.451708196169327,4.206166349844635,7.25905549192934,11.244918568998642,25.66826084983313,23.052055765551927,4.282275650675503,43.80147883804115,22.636251278670077,11.504847934996333,9.19287601608272,4.206166349844635,12.427955491929339,56.1661549748836,5.07249824372093,3.572810585930139,0,4.931551309039275,2.234838825570776,0,0,0,0,7.366897197500147,0,0,0,0,0,0,0,0,0,5.088348331446987
u49,7.5463499999999994,12.556003387695034,9.202753895409181,7.5184,5.66245,6.6087,3.30435,14.767420262795943,10.606432500338329,14.328271856712176,13.563349745968178,41.661819543923656,41.04733764890731,27.358346027586204,22.591749999999998,20.689191540877967,9.91305,36.826754272453734,58.137384248576396,49.76534240168393,0.47204999999999997,9.408319118229493,5.327559539689607,2.8848460275862067,2.82585,2.589840252764064,0.9440999999999999,4.7204999999999995,8.879282352631998,5.666363063997039,0,0,2.3495,0.9398,0.4699,0.4699,0.47204999999999997,0,3.30435,1.4064642102461387
u50,9.99401422928618,2.186146978691372,13.380008412233934,8.42415,17.033437673586647,16.2335099390269,0,11.247762128729377,7.007999999999999,0,31.705119592386833,2.186146978691372,49.661366908241526,27.739792136314218,45.85998050369794,42.154501859995754,0,22.897538813859256,13.807370754861996,0,2.8461085478887744,0,5.233583883688937,3.4118550364437663,5.038970937257627,6.406910604816255,0,0.9440999999999999,0,0,0,0,1.2298737662972914,0.9440999999999999,0,0,0,0,0,0
u51,13.830659832825898,19.468707920048207,16.641576655849978,16.038356028401562,17.564656509582182,16.249812255387077,15.849767326436302,16.43199924280361,15.640778332282089,13.392521474084472,55.30497246042107,65.94258658202877,78.70187726993265,75.80347854388928,79.16188853505405,78.13961367744923,72.3657625052258,62.3247857759324,61.956694869123275,70.94286891420953,9.929414621144812,13.882684214772212,12.393921836232533,10.621878271201364,14.505224936576356,13.271551565776338,9.864152936555405,8.49851925644589,10.527238430100185,11.45022081260835,0,0,3.6921227921374844,3.8647307128713875,1.8919885071177331,0,2.458535442168296,3.7436091856171205,0.8135820220969796,3.8096166960703997
u52,17.624408796795656,18.487092279647594,14.54730572703468,17.593342330441175,13.13791705099285,16.386421009754333,14.438080919865667,14.273014977544879,13.914598585256886,13.594532285959824,47.11210287806891,48.035709710580065,60.06062361271335,91.46367953713474,70.46455918442356,76.34567744047077,72.28910400700936,71.07640812323221,62.8517623505159,29.212583082164308,3.7768068609020964,7.6403829998960555,9.781258736012699,13.801074513779877,12.201732508052178,13.914415440705266,10.430403207310253,10.041773308270676,10.720208549842411,0,0,0,2.4221598571831215,7.759879848792023,0.47204999999999997,1.8522169481892266,2.5749215827077756,1.5425624999999998,0,0
u53,13.815195050143082,7.245894963074088,15.313211742367269,12.6677200998717,15.675916925617955,17.013546683832736,12.639598363823671,13.86223136374426,8.795133435596995,14.838575890449603,45.90693839100475,22.364731339972355,61.065670764272866,52.48141258306971,66.12711564111176,64.81009374774179,50.61229241242945,47.04586725887003,22.52704638306893,16.726775890449602,5.433944082144901,3.8762510105835917,9.69129046226443,7.96380331888646,8.793245579552618,8.507739170283639,7.735002048549684,9.293895633143583,2.8323,0,0,0,2.880197274690728,0,4.672040314734243,0,0,0,0,0
u54,12.070598205355136,7.294511458044399,11.953811488574884,14.953274342687493,12.626506034482759,11.85736525848034,13.79009409951752,9.164303120878767,0,0,38.60645011666485,9.039370682860921,63.01996129367366,75.38818269208855,68.49956522003583,52.716206702569274,48.569519630182725,19.805372537092666,0,0,4.940272453452061,0,10.097617548031304,9.711830031934927,9.236418004752819,6.733750045930312,7.279320347946661,0,0,0,0,0,1.8796,7.872908993416542,7.097963856400982,2.192984439691714,1.6986553048877697,0,0,0
u56,13.16230779189837,9.38737244314754,12.12567471238889,15.608259640626953,11.859344392862171,10.871438990570246,15.188337260475361,0,15.815233294684042,7.916778416155905,29.47975713404707,25.73722282076097,42.986331583328216,61.466163600752346,35.96783842850928,34.4139123924944,31.35426179025231,0,47.33883267903901,20.712373162160933,2.382932443518565,4.588717627125666,5.771247788694468,6.32199691857297,4.420609802896739,3.30435,2.413794530696063,0,5.379548158934602,1.948106913835695,0,0,2.1367209483317735,4.2048,0,0,0,0,0,0
