,response,family,alpha,metric_name,metric_value,theta,tweedie_power
386,panas_pos_raw_post,negativebinomial,0.0,mse,147.90336434192423,0.1,
387,panas_pos_raw_post,negativebinomial,0.0,mse,147.90517972995445,0.5,
388,panas_pos_raw_post,negativebinomial,0.0,mse,147.90645779320533,1.0,
295,panas_pos_raw_post,tweedie,0.2,mse,148.42246235777932,,1.9
389,panas_pos_raw_post,negativebinomial,0.8,mse,149.7292601893122,0.1,
305,panas_pos_raw_post,gamma,1.0,mse,151.8587245301645,,
306,panas_pos_raw_post,gamma,0.7000000000000001,mse,152.0925620095768,,
390,panas_pos_raw_post,negativebinomial,0.9,mse,154.62537523224313,0.1,
391,panas_pos_raw_post,negativebinomial,0.7000000000000001,mse,155.67702770325616,0.5,
392,panas_pos_raw_post,negativebinomial,1.0,mse,158.65431947007244,0.1,
393,panas_pos_raw_post,negativebinomial,0.8,mse,169.65608516762174,0.5,
296,panas_pos_raw_post,tweedie,0.0,mse,177.85930401266828,,1.9
394,panas_pos_raw_post,negativebinomial,0.9,mse,180.18768340482015,0.5,
395,panas_pos_raw_post,negativebinomial,1.0,mse,186.41440963459323,0.5,
307,panas_pos_raw_post,gamma,0.0,mse,203.01094651818403,,
275,panas_pos_raw_post,gaussian,1.0,mse,543.0359573510823,,
276,panas_pos_raw_post,gaussian,0.9,mse,572.3091492637349,,
277,panas_pos_raw_post,gaussian,0.7000000000000001,mse,592.6744844875243,,
278,panas_pos_raw_post,gaussian,0.8,mse,610.1271845603716,,
279,panas_pos_raw_post,gaussian,0.6000000000000001,mse,659.0231550936758,,
280,panas_pos_raw_post,gaussian,0.5,mse,761.8029320181447,,
281,panas_pos_raw_post,gaussian,0.0,mse,819.9682244172847,,
282,panas_pos_raw_post,gaussian,0.4,mse,888.2376346942588,,
283,panas_pos_raw_post,gaussian,0.30000000000000004,mse,971.4593799913833,,
284,panas_pos_raw_post,gaussian,0.2,mse,1044.628551527245,,
285,panas_pos_raw_post,gaussian,0.1,mse,1117.8457306904272,,
