,flourishing_scale_raw_class_post,flourishing_scale_raw_post,panas_neg_raw_class_post,panas_neg_raw_post,panas_pos_raw_class_post,panas_pos_raw_post,panas_pos_imp_class_post,panas_pos_imp_post
altitude_min_wk_8,0.0,0.0,0.0,0.0,-0.0016409156793407834,0.0,-0.001599714926526282,0.0
altitude_min_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
altitude_min_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_count_wk_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_count_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_count_wk_3,0.0,0.0,0.0,0.0,6.281142733716693e-05,0.0,0.00023620072769235055,0.0
location_count_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_count_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_count_wk_6,0.0,0.0,0.0,0.0,0.00025329074025519073,0.0,0.00013890636382977932,0.0
location_count_wk_7,-0.00908885036844108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_count_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_count_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_count_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_1_time_wk_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_1_time_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_1_time_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_1_time_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_1_time_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_1_time_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_1_time_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_1_time_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_1_time_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2530371949922414e-06
location_1_time_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_2_time_wk_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_2_time_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_2_time_wk_3,0.000227921392668195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_2_time_wk_4,0.0,0.0,-0.0002531499769556127,0.0,0.0,0.0,0.0,0.0
location_2_time_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_2_time_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_2_time_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_2_time_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_2_time_wk_9,0.0,0.0,-0.0002360482947563876,5.466966362321251e-06,0.0,0.0,0.0,0.0
location_2_time_wk_10,0.0,0.0,-0.00037955009428613335,1.2321304124982103e-05,0.0,0.0,0.0,0.0
location_3_time_wk_1,0.0,0.0,0.0,0.0,1.2213665958832808e-05,0.0,0.0,0.0
location_3_time_wk_2,0.0,0.0,0.0,0.0,7.910082011009612e-06,0.0,0.0,0.0
location_3_time_wk_3,0.0,0.0,0.0,0.0,7.142189360300409e-06,0.0,0.0,0.0
location_3_time_wk_4,0.0,0.0,0.0,0.0,5.5209637204023075e-06,0.0,0.0,0.0
location_3_time_wk_5,0.0,0.0,0.0,0.0,6.778078353462613e-06,0.0,0.0,0.0
location_3_time_wk_6,0.0,0.0,0.0,0.0,3.899055169002322e-07,0.0,0.0,0.0
location_3_time_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_3_time_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_3_time_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_3_time_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_4_time_wk_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_4_time_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_4_time_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_4_time_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_4_time_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_4_time_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_4_time_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_4_time_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_4_time_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_4_time_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_5_time_wk_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_5_time_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_5_time_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_5_time_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_5_time_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_5_time_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_5_time_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_5_time_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location_5_time_wk_9,0.0,0.0,0.0,0.0,-2.8705896493371574e-05,0.0,-2.737220476010714e-05,1.826056146767426e-06
location_5_time_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_north_time_wk_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_north_time_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_north_time_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_north_time_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_north_time_wk_5,0.0,0.0,0.0,0.0,-5.607519210585295e-05,0.0,-4.776263600469844e-05,0.0
bearing_north_time_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_north_time_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_north_time_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_north_time_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_north_time_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_east_time_wk_1,0.0014911562834937784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_east_time_wk_2,0.0,0.0,0.0,0.0,-9.505807721327947e-05,0.0,-0.0002259529291680067,0.0
bearing_east_time_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_east_time_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_east_time_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_east_time_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_east_time_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_east_time_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_east_time_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_east_time_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_south_time_wk_1,0.0,0.0,0.0,0.0,-0.0001325293576623773,0.0,-0.00021652778863389215,0.0
bearing_south_time_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_south_time_wk_3,0.0,0.0,0.0,0.0,-0.0013295822962588243,0.0,-0.001305295478913598,0.0
bearing_south_time_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_south_time_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_south_time_wk_6,0.0,0.0,0.0,0.0,0.0007572087804242578,0.0,0.0006628920406641074,-3.049709697768308e-05
bearing_south_time_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0003314934895950717,0.0
bearing_south_time_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_south_time_wk_9,0.0,0.0,0.0,0.0,0.005353138684574608,0.0,0.005271186127330252,0.0
bearing_south_time_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_west_time_wk_1,0.0,0.0,0.0,0.0,-0.002684833482890537,0.0,-0.0027541822915363003,0.0
bearing_west_time_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_west_time_wk_3,0.0,0.0,-0.004532709194241059,0.0,-0.00045678248386265505,0.0,-0.0005114189584463601,0.0
bearing_west_time_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_west_time_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_west_time_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_west_time_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0007687353778101513,0.0
bearing_west_time_wk_8,0.0,0.0,0.0,0.00023285467525534505,0.0,0.0,0.0,0.0
bearing_west_time_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearing_west_time_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_max_wk_1,0.0,0.0,0.0,0.0,-0.047727432064724774,0.0,-0.05072855458676581,0.00016072386708744344
sleep_max_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_max_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,-0.002802641579659944,0.0
sleep_max_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_max_wk_4,0.0,0.0,0.0,0.0,0.004676529172015349,0.0,0.0,0.0
sleep_max_wk_5,0.09161332513797947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_max_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_max_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010865755913146602
sleep_max_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_max_wk_9,0.0,0.0,0.0,0.0,0.00912628425129542,0.0,0.00866425785619561,-0.0002016675765895239
sleep_mean_wk_1,0.0,0.0,0.0,0.0,-0.004577253980845428,0.0,-0.00500088516998678,0.0
sleep_mean_wk_10,0.029782163850302044,0.0,0.0,0.0,0.0,0.0,0.00024175757917185872,0.0
sleep_mean_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_mean_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_mean_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_mean_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_mean_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_mean_wk_7,0.0,0.0,0.0,0.0,0.0009865478068372228,0.0,0.0006761151162172049,0.0
sleep_mean_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_mean_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_med_wk_1,0.0,0.0,0.0,0.0,-0.012929896373779169,0.0,-0.015410725669563934,0.0
sleep_med_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_med_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_med_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_med_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_med_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_med_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_med_wk_7,0.0,0.0,0.0,0.0,0.0008055911459472931,0.0,0.0,0.0
sleep_med_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_med_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_min_wk_2,0.0,0.0,0.10317170941637888,0.0,0.009433461625844202,0.0,0.008119650274311723,0.0
sleep_min_wk_3,0.0,0.0,0.027690925176848607,-0.0002487363154600298,0.0,0.0,0.0,0.0
sleep_min_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_min_wk_5,0.0,0.0,0.0,0.0,-0.025680147454417008,0.0,-0.025719456641368255,0.0
sleep_min_wk_6,-0.4524464772557651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_min_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_min_wk_8,-0.02045001491260351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_min_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_count_wk_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_count_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,4.0489611958591445e-05,0.0
locktime_count_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_count_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,5.491324000006298e-06,0.0
locktime_count_wk_5,0.0,0.0,0.0,0.0,3.909247602922436e-05,0.0,0.0002114009768084422,0.0
locktime_count_wk_6,0.0,0.0,0.0,0.0,0.0004606008232305681,0.0,0.0006793311469624762,0.0
locktime_count_wk_7,0.0,0.0,0.0,0.0,0.0009269471010806909,0.0,0.0012786175220207922,0.0
locktime_count_wk_8,0.0,0.0,0.0,0.0,7.276264385652813e-05,0.0,0.000675142845723601,0.0
locktime_count_wk_9,0.0,0.0,0.0,0.0,0.0004739191840737539,0.0,0.0012489259483694655,0.0
locktime_count_wk_10,0.0,0.0,0.0,0.0,0.0018301191477497374,0.0,0.0039699680356622535,0.0
locktime_max_wk_1,0.0,0.0,0.0,0.0,1.8000554093726783e-06,0.0,0.0,0.0
locktime_max_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_max_wk_3,0.0,0.0,0.0,0.0,2.4640031867623196e-05,0.0,2.5766162625078443e-05,0.0
locktime_max_wk_4,0.0003956267515167691,0.0,0.0,0.0,3.3549862436946925e-05,0.0,3.382656392991355e-05,0.0
locktime_max_wk_5,0.0,0.0,0.0,0.0,1.0285972606551699e-05,0.0,1.0832831364630525e-05,0.0
locktime_max_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_max_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_max_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_max_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_max_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,1.5145844625526956e-07,0.0
locktime_mean_wk_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_mean_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_mean_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_mean_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_mean_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_mean_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_mean_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_mean_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_mean_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_mean_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_median_wk_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_median_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_median_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_median_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_median_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_median_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_median_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_median_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_median_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_median_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_min_wk_1,0.0,0.0,0.0,0.0,-0.0009172022629822616,0.0,-0.0010332692021038422,0.0
locktime_min_wk_2,0.0,0.0,0.0,0.0,-0.0013991283212760304,0.0,-0.0015000723133136063,1.5750916107622918e-05
locktime_min_wk_3,0.0,0.0,0.0,0.0,-0.0010721418683406411,0.0,-0.0011772194177385828,0.0
locktime_min_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_min_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_min_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_min_wk_7,0.0,0.0,0.0,0.0,-0.0003652697601215949,0.0,-0.00039997730626946973,0.0
locktime_min_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_min_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_min_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q1_wk_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q1_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q1_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q1_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q1_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q1_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q1_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q1_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q1_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q1_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q3_wk_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q3_wk_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q3_wk_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q3_wk_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q3_wk_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q3_wk_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q3_wk_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q3_wk_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q3_wk_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locktime_q3_wk_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
