,rank_test_score,mean_test_score,std_test_score,param_pca__n_components,param_imputer__strategy,param_df_selector__attribute_names,param_SVM__kernel,param_SVM__gamma,param_SVM__degree,param_SVM__C
9037,203,-0.6157661491992095,0.1544676508778714,0.95,most_frequent,wk_10,rbf,100,3,10
159,204,-0.6159789873064848,0.13898390762835336,0.85,most_frequent,wk_10,rbf,1,4,1000
9240,205,-0.6159797814476182,0.14004408958168243,0.6,median,wk_10,rbf,10,2,10
3976,206,-0.6159883961294843,0.10211743756648517,0.7,most_frequent,wk_10,poly,100,2,10
4117,207,-0.6161685495839214,0.17766830843432155,0.9,mean,wk_9_10,rbf,0.1,4,1
894,208,-0.6163874705968595,0.10396366694051153,0.85,mean,wk_10,rbf,10,5,100
8434,209,-0.616407576405338,0.11031277466903919,0.8,median,wk_10,rbf,100,4,1
3777,210,-0.6164927413783771,0.09159744973437911,0.9,median,wk_10,rbf,10,5,1
6360,211,-0.6170733603476277,0.19053174530437939,0.8,mean,wk_9_10,rbf,0.1,2,1
4477,212,-0.6171997734823123,0.14358915026604055,0.95,mean,wk_9_10,rbf,0.1,2,1
6505,213,-0.6172404494565756,0.1266496436114257,0.9,mean,wk_10,rbf,1,4,10
5888,214,-0.6173316452425911,0.09910827356796256,0.8,most_frequent,wk_10,rbf,100,3,10
4585,215,-0.61736048177115,0.20822589790353963,0.9,mean,wk_9_10,rbf,0.1,6,100
2351,216,-0.6174688685860042,0.13032439128282455,0.7,mean,wk_10,rbf,1,6,1000
8041,217,-0.6179120724406036,0.14667483872736975,0.6,most_frequent,wk_10,rbf,100,5,10
3148,218,-0.6181116716356536,0.08325640307491479,0.7,mean,wk_10,rbf,100,2,100
9181,219,-0.6181213909974532,0.10787747700001239,0.7,median,wk_10,poly,0.1,5,1
2044,220,-0.6182530321463513,0.08602609894957768,0.95,mean,wk_10,rbf,100,6,1000
7411,221,-0.6185262136515733,0.0974540589220845,0.7,median,wk_10,rbf,10,2,1
4734,222,-0.6186519871379559,0.1357680719052284,0.85,mean,wk_10,rbf,10,4,1
4489,223,-0.6189884654218989,0.11237017316500222,0.8,most_frequent,wk_10,rbf,10,3,100
7939,224,-0.6191707476161155,0.11738923770961514,0.9,mean,wk_10,rbf,1,5,100
8171,225,-0.6192321063433414,0.11660613224216086,0.6,most_frequent,wk_10,rbf,100,2,1
8111,226,-0.6193852103513986,0.09380951750985167,0.7,most_frequent,wk_10,rbf,10,5,10
8291,227,-0.6195952984019328,0.10660120004456565,0.6,most_frequent,wk_10,rbf,10,3,10
2270,228,-0.6197049409033333,0.0984061421035716,0.9,most_frequent,wk_10,rbf,10,5,10
4140,229,-0.6198422469312639,0.13642893044479423,0.7,most_frequent,wk_10,rbf,100,4,10
8361,230,-0.6198918460313206,0.12948522827243256,0.95,median,wk_10,rbf,100,2,10
4760,231,-0.620096856678062,0.13476374514344808,0.9,median,wk_10,rbf,100,3,1
602,232,-0.6202030913942906,0.10475875780585847,0.6,most_frequent,wk_10,rbf,10,3,100
1637,233,-0.6203946232002557,0.14541388076559014,0.6,most_frequent,wk_10,rbf,10,2,1
9615,234,-0.6204592955586119,0.10458290366934501,0.95,median,wk_10,rbf,10,5,10
4331,235,-0.6207261177269555,0.10139072479834793,0.9,median,wk_10,rbf,100,3,1000
5010,236,-0.6207276775820127,0.0887223968146125,0.9,median,wk_10,rbf,100,4,10
6699,237,-0.6212230383838634,0.23921471480584078,0.9,mean,wk_9_10,rbf,0.1,2,100
8383,238,-0.6213556496530467,0.13797056835130744,0.95,median,wk_10,rbf,100,4,100
5131,239,-0.6214421936650749,0.19747620493913473,0.85,mean,wk_9_10,rbf,0.1,4,1
176,240,-0.6215848645994428,0.14160541334371055,0.8,mean,wk_10,rbf,1,4,1
7421,241,-0.6219114531405021,0.10110140722454543,0.9,mean,wk_10,rbf,100,4,1
8344,242,-0.6220540072666232,0.10157006106492951,0.7,median,wk_10,rbf,10,2,1000
3032,243,-0.6222070862761391,0.12467434188481584,0.85,mean,wk_10,rbf,10,4,1000
1356,244,-0.6222150843836938,0.15008928531121932,0.85,mean,wk_10,rbf,1,6,1000
4813,245,-0.6223457788173988,0.07897167160077939,0.8,mean,wk_10,rbf,1,6,1000
175,246,-0.6223816996789591,0.11525547364737414,0.95,most_frequent,wk_10,rbf,1,2,10
9328,247,-0.6224432214497886,0.15839680849599874,0.85,mean,wk_10,rbf,10,3,10
2008,248,-0.6225654776688062,0.08163799085899295,0.9,mean,wk_10,rbf,10,4,10
290,249,-0.6227877247098843,0.0883817282047409,0.6,median,wk_10,rbf,100,2,1
3609,250,-0.6228289336609267,0.14782724252711452,0.85,median,wk_10,rbf,100,2,1
8448,251,-0.6228821983225752,0.12655659064777328,0.85,mean,wk_10,rbf,1,4,1
8251,252,-0.6229812956032881,0.07239747921657681,0.85,median,wk_10,rbf,100,2,10
6390,253,-0.6231094783185982,0.12310912122995704,0.6,median,wk_10,rbf,10,3,1000
9501,254,-0.6232864032845107,0.153274609208393,0.7,median,wk_10,rbf,10,3,1
7032,255,-0.6232885640065147,0.07928833899689128,0.8,median,wk_10,rbf,1,5,100
2000,256,-0.623289487692048,0.09512378101960725,0.7,median,wk_10,rbf,1,6,1
1773,257,-0.623319398071504,0.15413427322598186,0.95,median,wk_10,rbf,1,6,100
5879,258,-0.6234450531364597,0.09586142541037057,0.95,mean,wk_10,rbf,1,6,1
4205,259,-0.6235749022223447,0.1437686099063228,0.8,most_frequent,wk_10,rbf,10,6,10
3407,260,-0.6237682193531248,0.09773380365300952,0.8,most_frequent,wk_10,rbf,100,3,1
2565,261,-0.6238833920644217,0.14183328914060397,0.7,median,wk_10,rbf,10,5,10
9419,262,-0.623907056482573,0.14302865952345414,0.85,most_frequent,wk_10,rbf,10,4,100
8089,263,-0.6239894729287301,0.08099272098337054,0.95,most_frequent,wk_10,rbf,100,3,100
4041,264,-0.624145446927457,0.10746195062454998,0.6,mean,wk_10,rbf,10,2,1000
4743,265,-0.6242575304690245,0.12487816894479174,0.9,mean,wk_10,rbf,1,6,10
8960,266,-0.6242705619876873,0.14200170969152742,0.85,mean,wk_10,rbf,10,6,1000
3727,267,-0.6244601546115782,0.10900771602382778,0.95,most_frequent,wk_10,rbf,1,6,100
6007,268,-0.6244964675780645,0.13987475927533033,0.9,median,wk_10,rbf,10,2,10
1312,269,-0.6245590437278702,0.10404809059448497,0.85,median,wk_10,rbf,10,5,10
7766,270,-0.6246498080076528,0.10568491985778998,0.9,mean,wk_10,rbf,100,3,10
9465,271,-0.6246559483947264,0.13732148326068006,0.7,mean,wk_10,rbf,10,3,10
1639,272,-0.6246989694482659,0.07985829623062628,0.6,median,wk_9_10,poly,0.01,5,100
7,273,-0.6247077151230858,0.0830848526900127,0.85,most_frequent,wk_10,rbf,10,6,100
800,274,-0.6247555620932335,0.08144347333662572,0.8,mean,wk_10,rbf,1,2,100
6755,275,-0.625002392801172,0.15930004184586452,0.85,mean,wk_10,rbf,100,5,100
1871,276,-0.6254323059493556,0.12268525509857242,0.9,median,wk_10,rbf,10,3,1000
378,277,-0.6254337291442152,0.14805807187486592,0.6,median,wk_10,rbf,100,4,10
3899,278,-0.6254688976920467,0.12783580327741048,0.6,median,wk_10,rbf,10,4,100
1789,279,-0.6254969199215434,0.07375613566652225,0.7,most_frequent,wk_10,poly,0.01,3,1000
8118,280,-0.6254977005957195,0.09850556830402413,0.9,median,wk_9_10,linear,0.1,5,1000
2023,281,-0.6255417603409381,0.13576320452803844,0.9,median,wk_10,rbf,1,4,100
4513,282,-0.6259498974782683,0.1124140093287593,0.95,median,wk_10,rbf,10,6,100
8948,283,-0.6259621679173979,0.09004444752375597,0.7,most_frequent,wk_10,rbf,10,2,10
8091,284,-0.6263793039629949,0.10073693121202906,0.6,mean,wk_10,rbf,100,2,100
