,Rank,CV score (mean),CV score (standard deviation),Target imputation,PCA prop. var.,Imputer strategy,Feature subset,SVM kernel,SVM gamma,SVM degree,SVM C
6117,1,0.5103020290757618,0.14273529930458945,No Imputation,0.95,median,wk_10,poly,0.01,4,1000
9096,2,0.5375395965157758,0.13311018199584945,KNN Imputation,0.9,median,wk_10,linear,100,6,0.01
5302,3,0.5421690457684999,0.15986052240710302,KNN Imputation,0.95,median,wk_10,linear,100,6,0.01
9872,4,0.551876182824697,0.12170798197356783,KNN Imputation,0.6,most_frequent,wk_10,linear,1,6,1
6194,5,0.5542593957127742,0.1267177092225998,KNN Imputation,0.6,most_frequent,wk_10,linear,10,4,1
2903,6,0.5584971891109027,0.16280511033785044,KNN Imputation,0.95,median,wk_10,linear,100,3,0.01
1789,7,0.5588080171026086,0.12680741747323931,No Imputation,0.6,most_frequent,wk_10,linear,0.1,4,1
1636,8,0.5638995059859353,0.14937516510183424,No Imputation,0.9,most_frequent,wk_9_10,linear,0.1,2,0.1
3129,9,0.5640978074124419,0.15592645013590478,No Imputation,0.7,most_frequent,wk_9_10,linear,10,5,0.1
156,10,0.565822143363702,0.13958914339050868,KNN Imputation,0.6,most_frequent,wk_10,linear,100,4,1
2643,11,0.5710475034933447,0.1145124721066578,KNN Imputation,0.6,most_frequent,wk_10,linear,0.01,4,1
5898,12,0.5711103615849629,0.15403171125467077,No Imputation,0.85,median,wk_10,poly,10,6,0.1
5191,13,0.5714791977138953,0.09055180274690347,No Imputation,0.6,most_frequent,wk_10,linear,100,5,10
357,14,0.5723564531430827,0.17008560984188148,No Imputation,0.95,most_frequent,wk_10,linear,10,4,0.1
588,15,0.573068676990014,0.10002426636770881,No Imputation,0.85,mean,wk_10,poly,0.01,6,1000
8970,16,0.5736128876043092,0.1688441005781536,KNN Imputation,0.95,most_frequent,wk_10,linear,0.01,2,0.1
4732,17,0.5741015015289466,0.12507123741641632,No Imputation,0.6,most_frequent,wk_9_10,linear,1,2,1
3293,18,0.574270642314522,0.13708574597237635,KNN Imputation,0.7,most_frequent,wk_9_10,linear,0.01,2,0.1
6962,19,0.574402336670703,0.13863922337865617,No Imputation,0.7,most_frequent,wk_9_10,linear,1,2,0.1
5444,20,0.5745945150147727,0.15610937718308973,KNN Imputation,0.7,most_frequent,wk_9_10,linear,100,3,0.1
1050,21,0.5748854403773578,0.14163611439532614,No Imputation,0.6,most_frequent,wk_10,linear,10,2,1
4552,22,0.575037897564441,0.2923529922478509,No Imputation,0.95,most_frequent,wk_10,poly,0.01,5,100
4250,23,0.5754342665024278,0.1602565588961275,KNN Imputation,0.9,most_frequent,wk_9_10,linear,0.1,6,0.1
9077,24,0.5775638101229555,0.1775255649967329,KNN Imputation,0.95,most_frequent,wk_10,linear,10,3,0.1
4180,25,0.5777814439209445,0.16263621376008305,No Imputation,0.95,most_frequent,wk_10,linear,100,5,0.1
5216,26,0.5778964065660442,0.13841402582972326,No Imputation,0.8,median,wk_10,poly,1,5,0.1
8630,27,0.5783236894867051,0.16408489766205547,KNN Imputation,0.95,most_frequent,wk_10,linear,10,2,0.1
1456,28,0.5784793109729304,0.12865528478360821,KNN Imputation,0.7,most_frequent,wk_9_10,linear,10,5,0.1
6397,29,0.5786836853196109,0.13763210122584169,KNN Imputation,0.95,median,wk_10,linear,0.01,3,1
1690,30,0.5791724747209549,0.17387015007660497,KNN Imputation,0.6,most_frequent,wk_9_10,linear,10,5,0.1
2242,31,0.5808117058851682,0.15498355015331286,KNN Imputation,0.7,most_frequent,wk_9_10,linear,100,4,0.1
8309,32,0.5811613880760533,0.12816907711767517,KNN Imputation,0.6,most_frequent,wk_10,linear,1,4,1
4639,33,0.5818076446131897,0.10831407692715438,No Imputation,0.6,most_frequent,wk_10,linear,1,3,1
4907,34,0.5819345525188268,0.15297268842641404,No Imputation,0.6,most_frequent,wk_10,linear,1,4,1
6237,35,0.5820138637460425,0.15219622032431515,KNN Imputation,0.9,most_frequent,wk_9_10,linear,0.01,2,0.1
8552,36,0.5820417353694671,0.1645231290850926,KNN Imputation,0.9,most_frequent,wk_9_10,linear,1,2,0.1
9840,37,0.5821838645807551,0.10966081313743133,No Imputation,0.6,most_frequent,wk_10,linear,0.01,6,1
1785,38,0.5823070745311407,0.17236536559932172,No Imputation,0.85,median,wk_10,rbf,0.01,3,1000
1839,39,0.5828639343772342,0.17043813848940467,No Imputation,0.95,most_frequent,wk_10,linear,0.1,5,0.1
2062,40,0.5829014419922683,0.14840337666875328,KNN Imputation,0.95,most_frequent,wk_10,linear,0.01,3,0.1
4764,41,0.5832308136754611,0.09604423388606347,KNN Imputation,0.7,median,wk_9_10,poly,1,5,0.1
9979,42,0.5832316226856069,0.12718158245918953,KNN Imputation,0.9,most_frequent,wk_9_10,linear,0.1,5,0.1
4432,43,0.5832792558997048,0.12364849215208223,No Imputation,0.7,most_frequent,wk_9_10,linear,0.01,6,1
8157,44,0.5835174269733974,0.10577905949164826,No Imputation,0.7,most_frequent,wk_9_10,linear,10,3,0.1
865,45,0.583573957360655,0.0879755398512384,KNN Imputation,0.7,most_frequent,wk_9_10,linear,10,4,1
4499,46,0.5838728202038028,0.16274346988004165,KNN Imputation,0.7,most_frequent,wk_9_10,linear,0.01,3,0.1
7222,47,0.5846324148298829,0.11544423450570573,No Imputation,0.7,most_frequent,wk_9_10,linear,100,3,1
9941,48,0.5847771395238629,0.12988972888900577,KNN Imputation,0.7,most_frequent,wk_9_10,linear,100,5,0.1
1564,49,0.5849137208338574,0.11996059481425457,No Imputation,0.8,median,wk_10,poly,0.1,3,0.1
308,50,0.5850763375262223,0.06734401760374507,KNN Imputation,0.6,most_frequent,wk_10,linear,1,6,10
548,51,0.5854817446799989,0.17603143804565788,No Imputation,0.95,most_frequent,wk_10,linear,1,6,0.1
5977,52,0.5856306213616896,0.11114601043325317,KNN Imputation,0.95,mean,wk_10,linear,10,4,0.1
6285,53,0.5858944641747799,0.07522061786352653,No Imputation,0.6,most_frequent,wk_10,linear,0.01,3,10
7564,54,0.5859567492239196,0.12141213955736874,KNN Imputation,0.7,median,wk_10,poly,0.1,6,100
980,55,0.5859746942405011,0.16209615210790057,KNN Imputation,0.95,most_frequent,wk_10,linear,0.1,5,0.1
7292,56,0.5860785837197744,0.12635333379206684,No Imputation,0.6,most_frequent,wk_9_10,linear,1,5,0.1
5932,57,0.5861624031744243,0.1772188704414417,KNN Imputation,0.85,mean,wk_10,poly,100,4,1
7162,58,0.5862876397230014,0.17786576380524607,KNN Imputation,0.85,median,wk_10,poly,1,4,0.01
651,59,0.5867981225504137,0.13214092815935052,No Imputation,0.8,most_frequent,wk_10,poly,10,2,10
3904,60,0.5869604975834938,0.12530614517572744,No Imputation,0.9,most_frequent,wk_9_10,linear,0.01,4,0.1
5714,61,0.5870757162556608,0.12495296162496654,No Imputation,0.6,most_frequent,wk_10,linear,0.1,6,1
4398,62,0.5875499057579845,0.18472646821942665,No Imputation,0.9,mean,wk_10,poly,1,2,1000
4273,63,0.5878702255563739,0.16627745140973194,KNN Imputation,0.9,most_frequent,wk_9_10,linear,10,5,10
1123,64,0.5884657674468305,0.13313050137340934,No Imputation,0.7,most_frequent,wk_9_10,linear,0.01,3,1
1200,65,0.5885179088310196,0.12446120953873623,No Imputation,0.6,most_frequent,wk_10,linear,10,6,1
270,66,0.5887676940787094,0.13998129450864533,KNN Imputation,0.7,most_frequent,wk_9_10,linear,100,2,0.1
7067,67,0.5891420028347112,0.11483478278045268,KNN Imputation,0.7,most_frequent,wk_9_10,linear,10,5,1
4475,68,0.5894507511058336,0.23888193880768707,No Imputation,0.8,most_frequent,wk_10,poly,10,2,1
8624,69,0.5898460273315019,0.12353996342307595,KNN Imputation,0.6,most_frequent,wk_9_10,linear,100,4,0.1
3195,70,0.5900122114144573,0.12181303652163089,No Imputation,0.7,median,wk_10,poly,0.1,4,1000
6686,71,0.5905102926261684,0.11214700087441261,No Imputation,0.85,most_frequent,wk_10,linear,1,4,100
4683,72,0.5906562325457416,0.16990870938283115,KNN Imputation,0.95,most_frequent,wk_10,linear,0.01,5,0.1
7952,73,0.5907525573059159,0.1198217738376056,KNN Imputation,0.6,most_frequent,wk_9_10,linear,1,5,0.1
3742,74,0.5908340142382393,0.16455916471109475,No Imputation,0.95,most_frequent,wk_10,linear,10,6,0.1
3656,75,0.590913747840381,0.1683777746543611,No Imputation,0.9,most_frequent,wk_9_10,linear,100,4,0.1
6518,76,0.5909866373054393,0.12374033857180484,No Imputation,0.85,most_frequent,wk_9_10,linear,10,6,0.1
3188,77,0.5912075228975477,0.1677115871682243,No Imputation,0.95,most_frequent,wk_10,linear,100,3,0.1
935,78,0.5913554338248382,0.16128900616296843,KNN Imputation,0.9,most_frequent,wk_9_10,linear,10,2,0.1
1784,79,0.5913827695263412,0.106060543298795,KNN Imputation,0.6,most_frequent,wk_10,linear,0.01,2,10
1875,80,0.5918182840571591,0.14620983463338752,KNN Imputation,0.6,most_frequent,wk_10,linear,0.1,3,1
4274,81,0.592163822012406,0.1164789124591399,KNN Imputation,0.85,median,wk_9_10,linear,1,5,100
5146,82,0.5925602346197272,0.12630056307117374,No Imputation,0.6,most_frequent,wk_10,linear,100,4,10
8769,83,0.5926198627320389,0.13446914109989894,KNN Imputation,0.6,most_frequent,wk_10,linear,100,2,1
948,84,0.5926587140076708,0.14523446070762996,KNN Imputation,0.95,most_frequent,wk_9_10,linear,10,4,1000
4818,85,0.5927530233034526,0.08143333929834685,No Imputation,0.7,median,wk_9_10,poly,1,5,100
3506,86,0.5931234617358068,0.08937577895948692,No Imputation,0.6,median,wk_10,linear,0.01,6,1000
926,87,0.5931393457925266,0.127960288530994,No Imputation,0.95,median,wk_10,linear,10,6,0.1
6567,88,0.5931669427366946,0.09995488238855235,KNN Imputation,0.6,most_frequent,wk_9_10,linear,100,3,10
5684,89,0.5933947571045126,0.17039236189373658,KNN Imputation,0.6,most_frequent,wk_9_10,linear,0.01,3,0.1
2095,90,0.5934498163635487,0.1576620089859992,No Imputation,0.7,most_frequent,wk_9_10,linear,100,6,0.1
4047,91,0.5938115717834457,0.11468030493398737,KNN Imputation,0.7,most_frequent,wk_9_10,linear,1,6,1
7022,92,0.5941432119883332,0.15213006385732397,KNN Imputation,0.95,median,wk_10,linear,100,4,0.1
1451,93,0.5941546170129877,0.12239764612158333,KNN Imputation,0.8,most_frequent,wk_10,poly,1,2,1
9004,94,0.5942544468518987,0.13112007741782736,KNN Imputation,0.7,most_frequent,wk_9_10,linear,100,6,0.1
6457,95,0.5942627326486538,0.13653059735213455,KNN Imputation,0.6,most_frequent,wk_10,linear,0.01,4,10
322,96,0.5942924783766137,0.19141566075142719,KNN Imputation,0.95,most_frequent,wk_10,linear,10,6,0.1
8053,97,0.5943292861833297,0.10764620915810481,No Imputation,0.9,median,wk_10,poly,1,3,1
6253,98,0.5943534751023932,0.11450224123202116,No Imputation,0.85,most_frequent,wk_10,linear,100,3,100
6796,99,0.5944034726904402,0.1465754944392492,No Imputation,0.7,most_frequent,wk_9_10,linear,1,6,0.1
1021,100,0.5944833481022357,0.0972662450772236,No Imputation,0.7,most_frequent,wk_9_10,linear,1,6,1
8988,101,0.5946012000503293,0.11682055418734369,KNN Imputation,0.6,most_frequent,wk_10,linear,100,4,10
4060,102,0.5946401336658751,0.09641557695061108,KNN Imputation,0.6,most_frequent,wk_10,linear,10,6,1
5982,103,0.5946823962973078,0.16631402786214017,KNN Imputation,0.7,most_frequent,wk_9_10,linear,0.01,6,0.1
973,104,0.5947464985604336,0.11805770114280266,No Imputation,0.7,most_frequent,wk_9_10,linear,10,6,1
8225,105,0.5951203043776626,0.07899240785715368,KNN Imputation,0.6,most_frequent,wk_9_10,linear,100,6,10
6661,106,0.5952380210904138,0.12464170050775875,KNN Imputation,0.9,most_frequent,wk_9_10,linear,0.01,4,0.1
6525,107,0.5954195125412798,0.20374532232028902,KNN Imputation,0.95,median,wk_10,poly,10,4,1
2318,108,0.5955440969818377,0.15354806656526815,KNN Imputation,0.95,mean,wk_10,poly,0.1,2,1000
9345,109,0.5958042770790895,0.11248426524282312,KNN Imputation,0.7,most_frequent,wk_9_10,linear,1,5,1
0,110,0.5963143515667266,0.16601845359856937,KNN Imputation,0.6,most_frequent,wk_10,linear,100,4,100
4146,111,0.5967854166020805,0.14099325713779962,KNN Imputation,0.6,most_frequent,wk_9_10,linear,10,4,0.1
6955,112,0.5968973720054386,0.1530899153306331,No Imputation,0.85,most_frequent,wk_9_10,linear,100,2,0.1
1601,113,0.5969682199530484,0.14485674942452648,No Imputation,0.7,most_frequent,wk_9_10,linear,0.01,3,0.1
4872,114,0.5969814668022886,0.14248615521665542,No Imputation,0.6,most_frequent,wk_10,linear,0.01,6,10
4857,115,0.5972672004582186,0.172491022991077,KNN Imputation,0.95,most_frequent,wk_10,linear,1,5,0.1
9701,116,0.5981121637949915,0.21210934120977581,KNN Imputation,0.9,most_frequent,wk_9_10,linear,0.1,3,0.1
9111,117,0.5982880463330067,0.1808274732415312,KNN Imputation,0.9,most_frequent,wk_9_10,linear,0.1,2,1000
9034,118,0.598383634113792,0.11667934643503924,No Imputation,0.7,most_frequent,wk_9_10,linear,0.1,4,1
212,119,0.5985262042838979,0.15740031616295924,No Imputation,0.9,most_frequent,wk_9_10,linear,10,5,100
4763,120,0.5988910135859056,0.14046227160792682,No Imputation,0.6,most_frequent,wk_9_10,linear,100,3,0.1
3005,121,0.5989309338414499,0.15282233378664792,No Imputation,0.85,most_frequent,wk_10,linear,0.01,6,1000
4987,122,0.5990117491616936,0.15451386448936857,KNN Imputation,0.6,most_frequent,wk_9_10,linear,0.1,5,0.1
7431,123,0.5992315537322604,0.10868334222513719,No Imputation,0.6,most_frequent,wk_9_10,linear,0.01,5,1
6197,124,0.5992772896558686,0.12956275983974294,KNN Imputation,0.7,median,wk_10,poly,1,4,100
5210,125,0.5992897454932885,0.15251915297206003,KNN Imputation,0.6,most_frequent,wk_10,linear,0.01,2,1
4411,126,0.5995670267888997,0.1726113360072069,KNN Imputation,0.9,most_frequent,wk_9_10,linear,100,4,0.1
8678,127,0.5995686090670451,0.2188001865751226,No Imputation,0.8,mean,wk_10,poly,0.1,5,10
1428,128,0.5996103155905668,0.17640525127346005,No Imputation,0.9,most_frequent,wk_9_10,linear,1,3,1000
3666,129,0.6001660271235855,0.19477278692125355,KNN Imputation,0.9,median,wk_10,poly,0.1,6,1000
903,130,0.6004394098434616,0.1316678808819741,KNN Imputation,0.6,most_frequent,wk_10,linear,0.01,3,10
6679,131,0.6007021083308326,0.10617380151470976,KNN Imputation,0.6,most_frequent,wk_9_10,linear,1,2,1
9985,132,0.6008161592011618,0.1058148770337916,KNN Imputation,0.6,most_frequent,wk_9_10,linear,0.01,5,10
6120,133,0.6009216815918673,0.14819086853174646,KNN Imputation,0.95,median,wk_10,linear,1,4,0.1
2766,134,0.6009799165507456,0.1613088584905888,KNN Imputation,0.9,most_frequent,wk_9_10,linear,1,6,0.1
6500,135,0.6010533214963487,0.14266319788671328,KNN Imputation,0.95,most_frequent,wk_9_10,linear,1,5,10
9375,136,0.6011299467654452,0.15370010293793696,No Imputation,0.95,median,wk_10,linear,0.01,6,0.1
8983,137,0.6013042047793015,0.12305749459053925,No Imputation,0.6,most_frequent,wk_10,linear,100,2,1
5289,138,0.6016363996091815,0.08545628282139865,No Imputation,0.8,median,wk_10,linear,100,2,1
8116,139,0.6017425782761477,0.13473752963205546,No Imputation,0.6,most_frequent,wk_10,linear,10,3,10
2283,140,0.6017474859745507,0.11563637098675184,KNN Imputation,0.6,most_frequent,wk_9_10,linear,1,3,0.1
2953,141,0.6018517932190537,0.10075121638342716,No Imputation,0.8,mean,wk_10,poly,10,6,0.1
4231,142,0.6019232171023523,0.11916065763612807,No Imputation,0.6,most_frequent,wk_10,linear,0.01,4,10
443,143,0.6019580602055827,0.09286794806753206,No Imputation,0.6,most_frequent,wk_9_10,linear,10,2,10
653,144,0.6019803133902102,0.09660189720944795,No Imputation,0.8,median,wk_10,linear,0.01,2,1
3303,145,0.602126104625334,0.19622076646937178,KNN Imputation,0.9,most_frequent,wk_9_10,linear,0.1,2,0.1
4845,146,0.6021455994157524,0.11867542580666568,No Imputation,0.7,most_frequent,wk_9_10,linear,10,2,1
2321,147,0.6022513379064757,0.1444437694715723,No Imputation,0.6,most_frequent,wk_10,linear,1,2,100
545,148,0.6022988772720164,0.10061941675836882,No Imputation,0.6,most_frequent,wk_9_10,linear,0.01,4,1
5085,149,0.6025525787526995,0.16367863901327726,No Imputation,0.9,median,wk_10,linear,1,6,0.1
2542,150,0.6026409140048028,0.08754145092391347,No Imputation,0.6,most_frequent,wk_9_10,linear,0.01,6,0.1
4065,151,0.6027399643460347,0.16821822578993398,KNN Imputation,0.6,most_frequent,wk_9_10,linear,100,3,0.1
6233,152,0.6028120988094205,0.11461140585397887,No Imputation,0.85,most_frequent,wk_9_10,linear,0.01,4,0.1
2791,153,0.6028531184176231,0.09745553245928736,No Imputation,0.6,most_frequent,wk_9_10,linear,10,5,100
7476,154,0.6028836648229821,0.12277836465969638,No Imputation,0.7,most_frequent,wk_9_10,linear,100,2,1
5559,155,0.6031765822978128,0.14594595879658537,No Imputation,0.9,median,wk_10,linear,1,3,0.1
7242,156,0.6031822114415543,0.11059455370297307,KNN Imputation,0.95,median,wk_10,linear,100,5,0.1
1100,157,0.6032097514799392,0.12617447745985813,No Imputation,0.7,median,wk_10,poly,100,4,1
7229,158,0.6032696378933079,0.09093832837658423,KNN Imputation,0.9,median,wk_10,poly,0.1,3,1
1067,159,0.6033706595954234,0.1029548844409058,KNN Imputation,0.7,most_frequent,wk_9_10,linear,0.1,6,1
2902,160,0.6033968834643433,0.1754799674844253,KNN Imputation,0.95,median,wk_10,poly,100,4,0.01
9815,161,0.60350380559769,0.11593287397652186,KNN Imputation,0.7,most_frequent,wk_9_10,linear,0.01,2,1
3160,162,0.6035131722646037,0.164216175664006,KNN Imputation,0.7,most_frequent,wk_9_10,linear,0.01,5,0.1
8351,163,0.6035522274021823,0.1689076093519726,No Imputation,0.85,mean,wk_10,rbf,0.01,5,1000
3684,164,0.6038609997894182,0.13945915491129734,KNN Imputation,0.9,median,wk_10,linear,1,2,0.1
6564,165,0.6042747753951908,0.1362224149185616,No Imputation,0.9,most_frequent,wk_9_10,linear,10,2,0.1
7080,166,0.604704317414474,0.11673185162447994,KNN Imputation,0.85,most_frequent,wk_9_10,linear,1,3,1
1454,167,0.6047353293955405,0.16587012056659148,KNN Imputation,0.95,median,wk_10,linear,1,5,0.1
9177,168,0.604913402697979,0.15412549825279354,No Imputation,0.85,most_frequent,wk_9_10,linear,0.01,2,0.1
2077,169,0.6050403404866842,0.17003972624263916,KNN Imputation,0.9,most_frequent,wk_9_10,linear,100,3,0.1
2636,170,0.605256242383887,0.12875234606836047,KNN Imputation,0.7,median,wk_10,poly,10,6,10
3232,171,0.6053224948152522,0.1054347696532824,No Imputation,0.95,median,wk_10,poly,1,2,0.1
6791,172,0.6054177505797202,0.13110367687662594,KNN Imputation,0.95,median,wk_10,linear,10,6,0.1
2962,173,0.6054208186825357,0.13943103433706178,KNN Imputation,0.6,most_frequent,wk_10,linear,1,6,100
7024,174,0.6054442301984727,0.16589548190547884,No Imputation,0.9,most_frequent,wk_9_10,linear,0.01,6,0.1
9889,175,0.6055095206726483,0.1575867602973071,No Imputation,0.6,most_frequent,wk_9_10,linear,0.01,5,0.1
5265,176,0.6056766592060544,0.13586766572523198,No Imputation,0.95,most_frequent,wk_9_10,linear,10,3,100
5737,177,0.6057332604658362,0.11708690110016493,KNN Imputation,0.95,median,wk_10,linear,10,5,0.1
4120,178,0.6058835302318079,0.18468529673219325,No Imputation,0.85,mean,wk_10,poly,1,4,0.01
9293,179,0.6059955580154576,0.11876346001910718,No Imputation,0.8,most_frequent,wk_9_10,linear,0.1,3,0.1
278,180,0.6063391430261595,0.12867615195798401,KNN Imputation,0.7,median,wk_10,poly,1,4,10
7846,181,0.6064633995370996,0.11129697849184773,No Imputation,0.6,most_frequent,wk_9_10,linear,0.1,2,1
686,182,0.6065112700769506,0.064794546633709,No Imputation,0.7,mean,wk_10,poly,0.01,5,1000
5553,183,0.6065428059769176,0.1321115243225643,KNN Imputation,0.6,most_frequent,wk_9_10,linear,10,2,0.1
997,184,0.6065894182796694,0.0942068509617264,No Imputation,0.6,most_frequent,wk_9_10,linear,0.1,2,0.1
4050,185,0.6066390749354615,0.14605520934896393,No Imputation,0.6,most_frequent,wk_10,linear,100,3,100
1863,186,0.6066656469213512,0.11892378532618196,KNN Imputation,0.85,median,wk_9_10,linear,0.01,6,100
4355,187,0.6066877550079532,0.10155416506803677,KNN Imputation,0.6,most_frequent,wk_9_10,linear,0.1,5,1
699,188,0.6067234807789121,0.19981021513513472,No Imputation,0.9,most_frequent,wk_9_10,linear,100,2,0.1
2286,189,0.6067235302487357,0.1107656610858621,No Imputation,0.7,median,wk_10,poly,10,6,0.1
9898,190,0.6067370604769169,0.10745151655129344,No Imputation,0.6,most_frequent,wk_10,linear,10,4,1
4131,191,0.6068208183661412,0.2081908273296305,No Imputation,0.95,most_frequent,wk_10,linear,0.01,3,0.1
2567,192,0.6069782554023859,0.14317582844687451,KNN Imputation,0.6,most_frequent,wk_10,linear,100,2,100
27,193,0.606997083808807,0.13161958417169425,KNN Imputation,0.6,most_frequent,wk_10,linear,0.1,6,1
6905,194,0.6071767869354825,0.13912483439986384,KNN Imputation,0.9,most_frequent,wk_9_10,linear,100,2,0.1
5347,195,0.6074469168983375,0.10118776693704114,No Imputation,0.7,most_frequent,wk_9_10,linear,100,4,1
7635,196,0.607460631675908,0.11213800594864941,No Imputation,0.7,median,wk_10,poly,100,6,0.1
2827,197,0.6074883791977186,0.15643747203078073,KNN Imputation,0.95,median,wk_10,linear,0.1,5,0.1
7719,198,0.6075719006939886,0.22149813730842977,No Imputation,0.85,mean,wk_10,poly,100,4,10
5280,199,0.6076755486517571,0.12818479706577451,KNN Imputation,0.6,most_frequent,wk_9_10,linear,0.01,4,0.1
6154,200,0.6076766973466372,0.14140221007206863,KNN Imputation,0.6,most_frequent,wk_9_10,linear,0.01,2,1
5251,201,0.6080285269673605,0.17615216373357453,No Imputation,0.95,mean,wk_10,poly,0.01,2,100
4406,202,0.6080469469612471,0.14387923926416166,KNN Imputation,0.6,most_frequent,wk_9_10,linear,1,2,0.1
8923,203,0.6080991666792512,0.09403026668905089,KNN Imputation,0.7,most_frequent,wk_9_10,linear,0.01,4,0.1
6348,204,0.6081094344882216,0.15817295623530797,No Imputation,0.6,most_frequent,wk_10,linear,100,6,1
628,205,0.6081096952325749,0.11413187855906536,KNN Imputation,0.7,median,wk_10,poly,10,6,0.1
4410,206,0.6081649181155017,0.11476084997624486,No Imputation,0.6,most_frequent,wk_9_10,linear,0.01,3,1
8737,207,0.6082388947090507,0.11585056656458632,No Imputation,0.85,median,wk_9_10,linear,0.1,3,1000
9276,208,0.6082659096195594,0.13322728961666216,KNN Imputation,0.9,median,wk_10,linear,1,3,0.01
3888,209,0.6083115336396803,0.14985527141613833,KNN Imputation,0.8,most_frequent,wk_9_10,linear,0.1,3,0.1
3149,210,0.6085114967283761,0.1410187253856581,KNN Imputation,0.95,median,wk_10,linear,10,3,0.1
9851,211,0.608651126211641,0.0999940616623299,No Imputation,0.7,most_frequent,wk_9_10,poly,10,6,10
8313,212,0.6087401613968075,0.14019406566962384,KNN Imputation,0.95,median,wk_10,linear,0.01,6,0.1
2788,213,0.6089002393956747,0.10868552453222816,KNN Imputation,0.7,median,wk_10,poly,10,6,1
6333,214,0.6089163599985559,0.15032578872887203,No Imputation,0.9,most_frequent,wk_9_10,linear,0.1,6,0.1
3870,215,0.6089450815795335,0.09278175930401146,No Imputation,0.6,most_frequent,wk_9_10,linear,0.01,5,100
4899,216,0.6092854490997418,0.12310727682867457,KNN Imputation,0.85,median,wk_9_10,linear,100,3,0.1
4752,217,0.6094341352821484,0.1142550644246078,KNN Imputation,0.7,median,wk_10,poly,10,4,100
2863,218,0.6094499752588762,0.11871662074081071,KNN Imputation,0.7,most_frequent,wk_9_10,linear,100,5,1
2625,219,0.6094595807314853,0.12914474457575506,No Imputation,0.8,most_frequent,wk_10,poly,100,2,1000
316,220,0.6097077687925074,0.11303957176878322,KNN Imputation,0.6,most_frequent,wk_9_10,linear,10,3,1
1363,221,0.6098598236973504,0.12953634913622877,No Imputation,0.95,most_frequent,wk_9_10,linear,0.1,3,100
6217,222,0.6098825456005326,0.115340686432852,No Imputation,0.85,median,wk_9_10,linear,1,6,100
5172,223,0.6100035815929165,0.1261023382202389,No Imputation,0.85,median,wk_9_10,linear,0.01,3,0.1
7110,224,0.6101589832339493,0.1255068308498059,KNN Imputation,0.9,most_frequent,wk_9_10,linear,100,3,1
7829,225,0.6101855852537411,0.10843551703473027,KNN Imputation,0.7,median,wk_10,poly,1,4,1000
2540,226,0.6101978129505057,0.07660549809300077,KNN Imputation,0.9,median,all,linear,1,4,1
3473,227,0.6102012099744457,0.12474537210153325,No Imputation,0.85,most_frequent,wk_9_10,linear,10,2,0.1
5839,228,0.610217296750239,0.07936132864343808,KNN Imputation,0.9,median,all,linear,10,5,10
9035,229,0.6102663732300357,0.17174324871204288,No Imputation,0.9,median,wk_10,linear,0.01,2,0.1
9546,230,0.6102862090318654,0.11246789245386016,KNN Imputation,0.7,median,wk_9_10,poly,100,5,1
2996,231,0.6103953045595267,0.11259757024850833,No Imputation,0.7,median,wk_10,poly,10,6,1
9197,232,0.6104114715676559,0.09225857691014128,No Imputation,0.6,most_frequent,wk_10,linear,0.1,2,10
5064,233,0.6106471583000694,0.13044243932724192,No Imputation,0.9,median,wk_10,linear,100,4,0.1
1924,234,0.6106980721488144,0.16207056903952563,KNN Imputation,0.95,most_frequent,wk_9_10,linear,1,6,100
2831,235,0.6107650632490679,0.10831456826151085,KNN Imputation,0.85,median,wk_9_10,linear,1,4,1000
7605,236,0.6107911152714811,0.1549168092416921,KNN Imputation,0.7,most_frequent,wk_10,poly,10,2,1
3488,237,0.6108726324051656,0.15524390926407677,No Imputation,0.8,most_frequent,wk_9_10,poly,0.01,6,10
8220,238,0.6110251093061058,0.1281724203902069,No Imputation,0.8,most_frequent,wk_10,poly,1,2,1
4656,239,0.6111248504624114,0.09555693640030553,No Imputation,0.6,most_frequent,wk_9_10,linear,1,5,10
4394,240,0.6112455880030805,0.1245017138263145,KNN Imputation,0.95,most_frequent,wk_9_10,linear,0.1,6,100
4509,241,0.6113500340181763,0.17988129709304118,KNN Imputation,0.95,most_frequent,wk_9_10,linear,1,6,10
7456,242,0.611380903495824,0.11090504881861975,KNN Imputation,0.85,most_frequent,wk_9_10,linear,0.01,3,0.1
3238,243,0.6116793436350102,0.17112429708537885,No Imputation,0.85,median,wk_10,rbf,0.01,2,1000
4098,244,0.6117422521465701,0.22026031543600783,No Imputation,0.9,most_frequent,wk_9_10,linear,10,2,100
64,245,0.6119194265230472,0.06834613054097127,KNN Imputation,0.9,median,all,linear,100,3,0.1
2836,246,0.6120071811890596,0.10297347965154395,KNN Imputation,0.85,median,wk_9_10,linear,10,5,1000
755,247,0.6120198850104239,0.15866898715805552,No Imputation,0.85,most_frequent,wk_9_10,linear,0.01,5,0.1
5758,248,0.6124673907527605,0.12555060361240095,KNN Imputation,0.95,mean,wk_9_10,poly,100,2,10
2396,249,0.6126391856813754,0.12118368493221979,No Imputation,0.7,most_frequent,wk_9_10,linear,10,4,1
8036,250,0.6129438804028469,0.1340037024970914,KNN Imputation,0.7,most_frequent,wk_9_10,linear,10,2,1
7133,251,0.6130165389212544,0.15862089670499396,KNN Imputation,0.85,most_frequent,wk_9_10,linear,0.1,2,0.1
