,rank_test_score,mean_test_score,std_test_score,param_pca__n_components,param_imputer__strategy,param_df_selector__attribute_names,param_SVM__kernel,param_SVM__gamma,param_SVM__degree,param_SVM__C
7581,1363,-0.6915174068510569,0.009782916807974152,0.9,mean,wk_9_10,rbf,100,3,100
8523,1364,-0.6915195188267146,0.011518185556591076,0.9,median,all,rbf,0.1,2,1000
3571,1365,-0.6915400229837612,0.010012501873443174,0.8,most_frequent,all,rbf,10,2,10
3033,1366,-0.6915421806912789,0.006819237873737915,0.7,most_frequent,all,rbf,0.1,4,1000
5806,1367,-0.6915448790949947,0.010117366315407592,0.85,median,all,rbf,10,4,10
7454,1368,-0.6915459829072923,0.006294522862382603,0.85,mean,wk_9_10,rbf,100,2,1
9751,1369,-0.6915638686281309,0.008104647972231463,0.85,mean,wk_9_10,rbf,1,4,1000
3635,1370,-0.6915813305990389,0.0061251119445055865,0.8,most_frequent,all,rbf,1,4,1
9526,1371,-0.6915895278041654,0.010229757310642736,0.95,mean,wk_9_10,rbf,1,2,1000
9355,1372,-0.6915943978511534,0.009382851558487051,0.8,most_frequent,all,rbf,100,5,1000
3492,1373,-0.6915952871286416,0.006072974477739467,0.8,mean,wk_9_10,rbf,1,3,1
9419,1374,-0.6915954945167562,0.006546620369607482,0.8,most_frequent,wk_9_10,rbf,10,2,10
6515,1375,-0.6915999465419592,0.010347651476816842,0.8,median,wk_9_10,rbf,100,6,100
3901,1376,-0.6915999682189786,0.15629230597051375,0.6,median,wk_9_10,poly,10,5,0.1
3494,1377,-0.6916008779421616,0.022925139789077096,0.6,most_frequent,all,linear,0.1,6,100
6685,1378,-0.6916016666650278,0.008851811319271425,0.9,mean,all,rbf,1,2,1000
5015,1379,-0.6916213856162476,0.03184013256974047,0.6,most_frequent,all,linear,0.01,5,1000
4757,1380,-0.6916223320724169,0.013242583304736232,0.8,median,all,rbf,100,5,10
3603,1381,-0.6916257943816599,0.007716594353970114,0.85,median,wk_9_10,rbf,10,3,100
9732,1382,-0.6916265609511535,0.008807636016813739,0.95,most_frequent,wk_9_10,rbf,1,3,1
9508,1383,-0.6916266251608153,0.051618015858799694,0.7,mean,all,poly,10,3,1
7714,1384,-0.691645382306991,0.007143770378718675,0.95,most_frequent,all,rbf,100,6,1
2901,1385,-0.6916539438412465,0.25281775631858844,0.8,mean,wk_9_10,rbf,0.1,3,100
2364,1386,-0.6916629688125286,0.006839779307404238,0.8,median,all,rbf,10,3,1
3241,1387,-0.6916637804053846,0.005827571728278641,0.6,median,wk_9_10,rbf,10,4,1
3848,1388,-0.6916643481033875,0.009827986975747242,0.8,median,all,rbf,10,2,10
9038,1389,-0.69166773101682,0.02156727033946956,0.6,mean,all,rbf,0.1,5,10
2038,1390,-0.6916715236323607,0.008880653580703708,0.95,median,all,rbf,10,3,10
6763,1391,-0.691686518691999,0.015081339510194702,0.6,median,wk_9_10,rbf,1,6,10
6878,1392,-0.6916923955988729,0.011733641706900345,0.85,median,all,rbf,10,2,100
2217,1393,-0.6917012370308656,0.0608421192204294,0.7,most_frequent,wk_9_10,linear,0.01,4,10
3047,1394,-0.6917029605787471,0.10141548374441253,0.7,median,all,poly,0.01,3,1000
4223,1395,-0.6917071029802098,0.012191357867413499,0.7,median,wk_9_10,rbf,100,2,1000
2585,1396,-0.6917103359663755,0.05304835730969939,0.7,mean,all,linear,0.01,4,1
5397,1397,-0.6917211782463284,0.010440123602580446,0.9,median,all,rbf,0.1,6,100
4144,1398,-0.6917219652034086,0.011369316144906851,0.6,median,all,rbf,1,3,1000
5747,1399,-0.6917269677569443,0.006173594830056305,0.6,mean,all,rbf,1,5,1
7708,1400,-0.6917360196876381,0.010111642524931314,0.7,median,all,rbf,1,4,100
6866,1401,-0.69173756521994,0.0064261332475497234,0.85,median,all,rbf,1,5,1
5500,1402,-0.6917627867052202,0.10295926831404092,0.8,most_frequent,wk_9_10,poly,0.1,5,1
31,1403,-0.6917762455333291,0.15779066611288925,0.95,median,all,linear,1,3,100
1066,1404,-0.6917800739993676,0.08408124912481561,0.85,median,wk_10,rbf,100,3,10
2451,1405,-0.6917838401600311,0.08097973501578654,0.9,median,wk_10,rbf,100,6,10
1237,1406,-0.691792659355017,0.008735528354525712,0.9,median,all,rbf,100,6,1000
9353,1407,-0.6917996789730484,0.007433591236747634,0.8,most_frequent,all,rbf,0.1,4,1
4953,1408,-0.6918015211746991,0.006899340068400259,0.95,most_frequent,wk_9_10,rbf,100,6,1
8796,1409,-0.6918027481227261,0.008904612925388754,0.95,median,wk_9_10,rbf,1,2,1000
3808,1410,-0.6918047032281917,0.1003289209768547,0.95,mean,wk_10,linear,10,2,100
2783,1411,-0.691810334200909,0.06322740217752879,0.6,mean,wk_10,linear,10,4,100
7832,1412,-0.691817584131675,0.012279044697194489,0.9,mean,all,rbf,10,3,1000
222,1413,-0.691822004408,0.008171002397437408,0.95,mean,wk_9_10,rbf,1,3,1
2331,1414,-0.6918330737752459,0.05004129081540011,0.9,mean,all,rbf,0.01,2,0.01
9614,1415,-0.6918365814597225,0.01700697239275691,0.7,mean,all,rbf,0.1,2,1000
6676,1416,-0.6918385568367205,0.009505381199921658,0.85,mean,all,rbf,0.1,2,10
462,1417,-0.6918453107533115,0.010233513275454569,0.8,most_frequent,wk_9_10,rbf,100,5,100
9453,1418,-0.6918454031362615,0.011715711533672893,0.6,median,all,rbf,100,3,1
126,1419,-0.6918493892236324,0.10740133067091172,0.95,mean,wk_9_10,poly,0.1,3,1000
2481,1420,-0.6918516359555185,0.044261093729835395,0.6,most_frequent,all,linear,0.1,5,0.1
8248,1421,-0.6918538547864485,0.009011262303971387,0.7,most_frequent,wk_9_10,rbf,1,6,1000
3847,1422,-0.6918549714981181,0.007497546944141007,0.95,most_frequent,all,rbf,10,5,100
5610,1423,-0.6918552334995219,0.13887735816001764,0.7,mean,wk_9_10,rbf,0.1,2,10
7150,1424,-0.6918571884633946,0.010955340596782735,0.7,median,wk_9_10,rbf,10,5,10
3274,1425,-0.6918573373729299,0.008133398296154308,0.7,most_frequent,all,rbf,0.1,4,100
9898,1426,-0.6918611490651859,0.011917537566961282,0.95,most_frequent,wk_9_10,rbf,10,6,100
8896,1427,-0.6918735286946258,0.05201769039192205,0.7,most_frequent,all,linear,1,4,10
7517,1428,-0.6918749614667435,0.009155507004661228,0.6,mean,wk_9_10,rbf,100,5,100
4606,1429,-0.6918784618295568,0.009457025300429467,0.85,median,all,rbf,1,3,100
8951,1430,-0.6918797614460408,0.006480898154707871,0.85,mean,all,rbf,1,6,1
3806,1431,-0.6918818355331795,0.013018519264797237,0.8,median,all,rbf,0.1,2,1000
1949,1432,-0.691883317545186,0.004320495417711486,0.7,mean,wk_9_10,rbf,1,4,1
3874,1433,-0.691883332873483,0.012463056673830757,0.9,most_frequent,wk_9_10,rbf,10,2,100
4898,1434,-0.6918948366052329,0.012560570724816842,0.9,median,wk_9_10,rbf,1,2,1000
8818,1435,-0.6918959286953449,0.008304804970953301,0.85,mean,wk_9_10,rbf,100,3,10
9295,1436,-0.6919011425212233,0.02370420333763946,0.9,median,all,poly,0.01,5,10
2685,1437,-0.6919047718425603,0.011174212481861996,0.9,median,all,rbf,0.1,3,1000
6441,1438,-0.6919144942489968,0.010543207761765936,0.8,mean,wk_9_10,linear,1,2,1000
7378,1439,-0.6919242018513503,0.007967385343454168,0.95,most_frequent,all,rbf,100,2,1000
1952,1440,-0.6919378346726541,0.005561253815045287,0.6,mean,all,rbf,100,4,1
877,1441,-0.6919408739501814,0.005226475675867543,0.6,mean,wk_9_10,rbf,1,3,100
6244,1442,-0.691942379315803,0.00879018209228244,0.85,median,wk_9_10,rbf,100,4,1000
6842,1443,-0.6919453770827705,0.06494890232950891,0.95,most_frequent,all,poly,1,5,0.01
1364,1444,-0.6919455536986912,0.007998277235547345,0.95,most_frequent,all,rbf,0.1,6,100
19,1445,-0.6919518591428805,0.008418625686541044,0.6,median,all,rbf,10,5,10
4356,1446,-0.6919537651427723,0.006491893917821331,0.7,most_frequent,all,rbf,10,2,1
336,1447,-0.6919552437669472,0.20877150993124327,0.95,most_frequent,wk_9_10,rbf,0.1,6,1000
1136,1448,-0.6919613410376819,0.009428851508210977,0.85,median,wk_9_10,rbf,100,5,1000
8399,1449,-0.6919632006929555,0.007927815273548832,0.9,mean,wk_9_10,rbf,1,2,1000
7911,1450,-0.6919743812708229,0.006014359919162121,0.85,mean,all,rbf,100,6,1
