,Rank,CV score (mean),CV score (standard deviation),Target imputation,PCA prop. var.,Imputer strategy,Feature subset,SVM kernel,SVM gamma,SVM degree,SVM C
761,4672,56.508121697209035,26.61523291790826,No Imputation,0.8,median,wk_10,rbf,1,5,0.01
9562,4673,56.50845428655411,26.61615367703233,No Imputation,0.6,most_frequent,wk_10,rbf,10,3,0.01
5931,4674,56.50853033064662,26.616025147171385,No Imputation,0.85,median,wk_10,rbf,1,3,0.01
4965,4675,56.50853033064662,26.616025147171385,No Imputation,0.85,median,wk_10,rbf,1,6,0.01
8168,4676,56.50870412119525,26.616056457943923,No Imputation,0.8,mean,wk_10,rbf,1,6,0.01
4127,4677,56.50875061288424,26.616248214992495,No Imputation,0.95,most_frequent,wk_10,rbf,1,5,0.01
4666,4678,56.50875061288424,26.616248214992495,No Imputation,0.95,most_frequent,wk_10,rbf,1,2,0.01
5771,4679,56.50880495385375,26.616163997950498,No Imputation,0.85,mean,wk_10,rbf,1,5,0.01
4582,4680,56.50880495385375,26.616163997950498,No Imputation,0.85,mean,wk_10,rbf,1,6,0.01
6061,4681,56.508826924886804,26.616234417073475,No Imputation,0.9,median,wk_10,rbf,1,5,0.01
9522,4682,56.508826924886804,26.616234417073475,No Imputation,0.9,median,wk_10,rbf,1,2,0.01
2069,4683,56.50890478043893,26.61635846825574,No Imputation,0.7,most_frequent,wk_10,rbf,10,5,0.01
7336,4684,56.50890478043893,26.61635846825574,No Imputation,0.7,most_frequent,wk_10,rbf,10,3,0.01
9825,4685,56.50890478043893,26.61635846825574,No Imputation,0.7,most_frequent,wk_10,rbf,10,6,0.01
9586,4686,56.508940552805804,26.616313514822945,No Imputation,0.9,mean,wk_10,rbf,1,4,0.01
6315,4687,56.508940552805804,26.616313514822945,No Imputation,0.9,mean,wk_10,rbf,1,6,0.01
3115,4688,56.508940552805804,26.616313514822945,No Imputation,0.9,mean,wk_10,rbf,1,2,0.01
