,Rank,CV score (mean),CV score (standard deviation),Target imputation,PCA prop. var.,Imputer strategy,Feature subset,SVM kernel,SVM gamma,SVM degree,SVM C
6332,122,0.5894575720035894,0.2525937429141819,No Imputation,0.85,most_frequent,all,rbf,0.01,6,1000
7691,123,0.5897330958171577,0.20392956738503354,KNN Imputation,0.9,most_frequent,all,rbf,0.01,6,1000
1015,124,0.589786801454703,0.15849612583077516,KNN Imputation,0.6,most_frequent,all,rbf,0.01,4,1
308,125,0.5898587836599459,0.09742576371017334,No Imputation,0.7,mean,wk_9_10,poly,1,6,10
714,126,0.5900054026902166,0.25491339828785836,KNN Imputation,0.7,median,all,rbf,0.01,4,10
1803,127,0.5904844993380788,0.17401564284518511,KNN Imputation,0.7,mean,wk_9_10,poly,1,2,1000
8486,128,0.5908126530715576,0.1755189807089619,KNN Imputation,0.9,mean,wk_10,poly,100,2,10
8237,129,0.591512665220563,0.17625271998360742,KNN Imputation,0.7,most_frequent,wk_10,poly,0.01,2,1000
6811,130,0.5915994556667242,0.17291453309127128,No Imputation,0.7,mean,all,rbf,0.01,2,0.01
9999,131,0.5916403670876329,0.17399097303908642,No Imputation,0.7,mean,wk_9_10,poly,1,2,1000
2692,132,0.5916551099742223,0.1411140472018917,No Imputation,0.85,most_frequent,wk_10,poly,0.1,6,1
3131,133,0.5918272115287704,0.25037772846640527,No Imputation,0.6,mean,all,rbf,0.01,6,100
7442,134,0.5923080742141869,0.17842124605187665,KNN Imputation,0.6,most_frequent,all,rbf,0.01,6,10
2647,135,0.5924093153552652,0.29595625518875457,No Imputation,0.7,median,all,rbf,0.01,2,100
5743,136,0.5924213487364484,0.24175418727444525,No Imputation,0.9,most_frequent,all,rbf,0.01,2,100
3297,137,0.5927949830370777,0.16173398152514523,No Imputation,0.95,most_frequent,wk_9_10,poly,100,6,100
7065,138,0.5931892515554045,0.09428437216863428,No Imputation,0.85,mean,wk_10,poly,100,4,100
5717,139,0.5934843069256936,0.17786883654058372,No Imputation,0.9,median,wk_10,poly,100,5,0.01
1084,140,0.5939052067580147,0.312312390767337,KNN Imputation,0.85,most_frequent,all,rbf,0.01,4,1000
5014,141,0.5940791486244982,0.10417103474568248,KNN Imputation,0.9,median,wk_10,poly,100,2,1000
2350,142,0.5942385958181604,0.22590329851733462,No Imputation,0.7,most_frequent,all,rbf,0.01,3,1
6580,143,0.5943381647694648,0.233228763584084,No Imputation,0.9,most_frequent,all,rbf,0.01,3,100
2783,144,0.5944357650107893,0.30661803859024395,KNN Imputation,0.8,median,all,rbf,0.01,5,10
629,145,0.5950529870114096,0.15751002304404954,KNN Imputation,0.7,mean,all,rbf,0.01,4,0.1
7416,146,0.5952709486856101,0.2163467497561679,No Imputation,0.85,mean,all,rbf,0.01,3,0.01
4139,147,0.5954085683882511,0.2759443353067735,No Imputation,0.85,most_frequent,all,rbf,0.01,5,10
3187,148,0.5955079144031553,0.2544220385273085,KNN Imputation,0.7,mean,all,rbf,0.01,2,100
53,149,0.5955748788173151,0.13581843005390185,KNN Imputation,0.8,most_frequent,wk_10,rbf,0.1,3,100
6439,150,0.5955929747027201,0.3045408663427027,KNN Imputation,0.85,most_frequent,all,rbf,0.01,3,10
4531,151,0.5956490833119996,0.18277340035279013,No Imputation,0.85,mean,all,rbf,0.01,5,1
8680,152,0.5956797451662471,0.20926210175329127,No Imputation,0.8,median,all,rbf,0.01,4,1
9573,153,0.5965510835386438,0.06264529141355904,KNN Imputation,0.8,most_frequent,wk_9_10,poly,0.01,4,100
9414,154,0.5970385200977852,0.15856228831975339,KNN Imputation,0.85,median,wk_10,poly,100,5,0.1
8817,155,0.5977480282576161,0.16206975748060387,KNN Imputation,0.6,mean,wk_9_10,rbf,0.01,6,1000
3987,156,0.5978547127818177,0.1837325939978804,KNN Imputation,0.85,median,all,rbf,0.01,2,1
8074,157,0.5979487748705181,0.21676364284087044,KNN Imputation,0.9,most_frequent,all,rbf,0.01,3,10
6224,158,0.5981007667151235,0.0964773812882605,No Imputation,0.85,most_frequent,wk_9_10,poly,0.01,4,1
7275,159,0.5981998930000105,0.2759583740408997,KNN Imputation,0.7,most_frequent,all,rbf,0.01,3,10
1465,160,0.598554160847133,0.23505219903926683,No Imputation,0.7,mean,wk_9_10,poly,100,2,0.01
2206,161,0.5988103845851132,0.18449044469790263,KNN Imputation,0.9,most_frequent,all,rbf,0.01,5,1000
5508,162,0.5989094866562614,0.27463824336388737,No Imputation,0.8,most_frequent,all,rbf,0.01,6,1
7006,163,0.5989412152344439,0.21174513993140057,KNN Imputation,0.6,median,all,rbf,0.01,5,10
6255,164,0.5993142397668911,0.1644168075286648,KNN Imputation,0.9,median,wk_9_10,poly,0.01,6,10
9403,165,0.5994331356870892,0.1025512438295345,KNN Imputation,0.8,median,wk_10,poly,100,5,100
1369,166,0.5994964542512037,0.3078557985521731,KNN Imputation,0.85,most_frequent,all,rbf,0.01,6,10
4623,167,0.5995859168321168,0.21583835238542884,KNN Imputation,0.9,median,wk_10,poly,100,4,0.1
