,rank_test_score,mean_test_score,std_test_score,param_pca__n_components,param_imputer__strategy,param_df_selector__attribute_names,param_SVM__kernel,param_SVM__gamma,param_SVM__degree,param_SVM__C
4857,63,-0.5972672004582186,0.172491022991077,0.95,most_frequent,wk_10,linear,1,5,0.1
9701,64,-0.5981121637949915,0.21210934120977581,0.9,most_frequent,wk_9_10,linear,0.1,3,0.1
9111,65,-0.5982880463330067,0.1808274732415312,0.9,most_frequent,wk_9_10,linear,0.1,2,1000
4987,66,-0.5990117491616936,0.15451386448936857,0.6,most_frequent,wk_9_10,linear,0.1,5,0.1
6197,67,-0.5992772896558686,0.12956275983974294,0.7,median,wk_10,poly,1,4,100
5210,68,-0.5992897454932885,0.15251915297206003,0.6,most_frequent,wk_10,linear,0.01,2,1
4411,69,-0.5995670267888997,0.1726113360072069,0.9,most_frequent,wk_9_10,linear,100,4,0.1
3666,70,-0.6001660271235855,0.19477278692125355,0.9,median,wk_10,poly,0.1,6,1000
903,71,-0.6004394098434616,0.1316678808819741,0.6,most_frequent,wk_10,linear,0.01,3,10
6679,72,-0.6007021083308326,0.10617380151470976,0.6,most_frequent,wk_9_10,linear,1,2,1
9985,73,-0.6008161592011618,0.1058148770337916,0.6,most_frequent,wk_9_10,linear,0.01,5,10
6120,74,-0.6009216815918673,0.14819086853174646,0.95,median,wk_10,linear,1,4,0.1
2766,75,-0.6009799165507456,0.1613088584905888,0.9,most_frequent,wk_9_10,linear,1,6,0.1
6500,76,-0.6010533214963487,0.14266319788671328,0.95,most_frequent,wk_9_10,linear,1,5,10
2283,77,-0.6017474859745507,0.11563637098675184,0.6,most_frequent,wk_9_10,linear,1,3,0.1
3303,78,-0.602126104625334,0.19622076646937178,0.9,most_frequent,wk_9_10,linear,0.1,2,0.1
4065,79,-0.6027399643460347,0.16821822578993398,0.6,most_frequent,wk_9_10,linear,100,3,0.1
7242,80,-0.6031822114415543,0.11059455370297307,0.95,median,wk_10,linear,100,5,0.1
7229,81,-0.6032696378933079,0.09093832837658423,0.9,median,wk_10,poly,0.1,3,1
1067,82,-0.6033706595954234,0.1029548844409058,0.7,most_frequent,wk_9_10,linear,0.1,6,1
2902,83,-0.6033968834643433,0.1754799674844253,0.95,median,wk_10,poly,100,4,0.01
9815,84,-0.60350380559769,0.11593287397652186,0.7,most_frequent,wk_9_10,linear,0.01,2,1
3160,85,-0.6035131722646037,0.164216175664006,0.7,most_frequent,wk_9_10,linear,0.01,5,0.1
3684,86,-0.6038609997894182,0.13945915491129734,0.9,median,wk_10,linear,1,2,0.1
7080,87,-0.604704317414474,0.11673185162447994,0.85,most_frequent,wk_9_10,linear,1,3,1
1454,88,-0.6047353293955405,0.16587012056659148,0.95,median,wk_10,linear,1,5,0.1
2077,89,-0.6050403404866842,0.17003972624263916,0.9,most_frequent,wk_9_10,linear,100,3,0.1
